,20,22,24,26,28,30,32,34,36,38,40,42,44,46,48,50,52,54,56,58,60,62,64,66,68,70,72,74,76,78,80,82,84,86,88,90,92,94,
280,-0.0685298,-0.0136141,-0.0278947,0.0979434,0.0615944,0.00415281,0.0378019,-0.0409472,0.0467031,-0.0709243,-0.127249,-0.063976,-0.108011,-0.0361366,-0.136543,0.0619603,-0.0823615,-0.019058,0.0817802,-0.00255508,0.0281702,-0.0809338,-0.0442827,-0.0648047,-0.025683,-0.0723382,0.129268,-0.0482476,-0.0325656,-0.0299047,-0.0656372,-0.0911817,-0.0504854,-0.046263,-0.0478985,-0.0199059,0.00236615,-0.0945394
279,0.00942287,0.128954,0.0303707,0.12748,0.0351736,0.0486734,0.0416557,0.175138,-0.0439396,0.143001,0.0647931,0.0735816,-0.00547254,-0.0146053,0.126141,0.0684975,0.0641419,0.0065477,0.140753,-0.0383703,0.0304409,0.171546,0.087553,0.0691477,0.00260632,0.0869718,0.0692336,0.109139,0.0760481,0.0329286,0.11924,0.0996666,-0.00923475,-0.0266735,0.129789,0.060428,0.0529429,0.176283
278,0.0587062,0.123208,0.127411,-0.044949,0.146504,0.0547222,-0.0886948,0.076418,0.136439,0.103589,0.0451333,0.0777801,-0.00679054,-0.019106,0.0926498,-0.0436528,0.102604,0.0573422,-0.026715,0.047429,0.0272559,-0.00145178,0.111565,0.0439507,0.0925766,0.0106675,0.120326,0.0163477,0.079966,0.0757462,0.0742685,0.0556807,0.0135362,-0.0863333,-0.00160759,0.0282878,-0.0121194,0.105157
277,-0.133586,0.00650804,0.0438095,-0.012776,0.0311504,-0.0256786,0.0667526,-0.0768795,0.034653,0.050289,-0.107584,-0.0411879,0.0137648,0.0337572,-0.0412586,0.066481,0.142955,0.0334361,-0.0014997,0.0402564,0.0774439,0.0137165,0.01204,-0.00892048,0.0723348,-0.000664287,0.112643,-0.0757481,-0.0959116,0.0608661,-0.00802775,0.0183154,-0.0159057,-0.0040095,-0.0303711,0.106314,0.0280703,0.0559395
276,-0.101127,-0.139585,0.0963616,0.0150154,0.204618,-0.14445,-0.0950353,0.00531531,0.0200239,-0.10174,-0.0653379,-0.0355181,-0.0767554,-0.0935758,-0.0134714,-0.0361321,0.0691823,0.0419362,-0.038576,0.0680596,-0.0215981,-0.0602123,0.0325692,0.0123078,0.0141378,0.0733542,0.050695,-0.0549204,-0.0517298,0.104774,-0.0735778,0.0470984,-0.0327048,0.0493723,-0.0132072,0.00650925,0.018923,0.0684565
275,-0.0468633,0.0903706,-0.0192232,0.052668,0.0724496,-0.0422556,0.0929161,-0.0115663,-0.0262422,0.0435526,-0.0392529,-0.0790597,-0.0471325,0.0719649,-0.0403,0.0391035,0.174761,0.0733869,-0.0151623,0.0229644,-0.0354437,0.0476191,0.0246994,0.051937,0.0725969,0.0121763,0.00910385,0.070369,0.0817252,0.0226094,0.0249605,-0.0199533,-0.0209512,-0.0604334,0.00105592,0.134493,0.0418401,0.127586
274,-0.0344716,0.0256845,0.0662365,0.147604,0.0155883,0.12474,0.0145813,0.150534,0.262824,0.0754619,0.0151366,-0.00195229,0.0860158,-0.0142336,0.0599733,0.126815,0.180329,0.0508702,0.0401634,0.0768175,0.0268779,0.177109,0.0164449,-0.0396602,0.0672781,0.0486432,0.0440886,0.147822,0.151617,0.091066,0.119107,0.0587636,0.0689161,0.00253806,0.153772,0.0536564,0.0498507,0.0573545
273,-0.0571102,-0.0554188,-0.0523543,-0.0174102,0.0513287,0.0382408,0.159444,-0.201296,0.0813242,0.00779599,-0.0772411,-0.0742464,-0.0244876,-0.0733493,-0.0374707,0.0357562,0.125033,0.134324,0.0841509,0.00765907,0.0998802,0.0377617,-0.0474173,0.000610468,0.114293,-0.0377605,0.00543958,0.0637662,0.123353,0.0162603,-0.0407536,0.0789149,-0.0186909,0.145936,0.0652198,0.00133876,0.0764553,0.0748941
272,0.02842,-0.146204,0.0960776,0.0597793,0.0604884,0.119097,0.196822,0.0052028,0.0427413,-0.0641125,0.0906153,-0.068477,0.0425743,0.0535489,0.0759326,-0.0250767,-0.00639199,0.140143,0.0985042,0.155007,0.0332655,0.0449922,0.0717009,0.10605,0.0828613,0.108937,0.105552,0.0516344,0.127868,0.117027,0.211215,-0.0160685,-0.0201514,0.155949,0.0748972,0.153777,0.122883,0.194067
271,0.0333983,0.165898,0.143035,0.115099,0.190476,0.0839735,0.138439,0.164925,0.169335,0.135697,0.113507,0.0767254,0.169666,0.0731613,0.0989923,0.129503,0.233809,0.233796,0.24182,0.105399,0.161056,0.133358,0.17722,0.167703,0.126918,0.163071,0.196893,0.206809,0.202369,0.0517554,0.215277,0.121239,0.173634,0.200775,0.168102,0.114284,0.152688,0.219338
